division,polling_place_name,address,extra_info,lon,lat,state
TOOWOOMBA NORTH,Mount Lofty,"Toowoomba State High School - Multi Purpose Centre, Stuart Street, TOOWOOMBA",Full Wheelchair Access,151.96582,-27.545739,QLD
"SPRINGWOOD, WATERFORD",Springwood Road,"Springwood Road State School, Springwood Road, SPRINGWOOD",Assisted Wheelchair Access,153.129394,-27.607377,QLD
BARRON RIVER,Machans Beach,"Machans Beach State School, 61 Machan Street, MACHANS BEACH",Assisted Wheelchair Access,145.745266,-16.85263,QLD
MIRANI,Marian,"Marian State School, Anzac Avenue, MARIAN",Full Wheelchair Access,148.958881,-21.146012,QLD
MAROOCHYDORE,Alexandra Headland,"Maroochydore Presbyterian Church Hall, 45 Okinja Road, ALEXANDRA HEADLAND",,153.102041,-26.666305,QLD
TRAEGER,Charters Towers East,"Goldfields Cricket Club, 12 York Street, CHARTERS TOWERS",Assisted Wheelchair Access,146.270385,-20.080117,QLD
"CALOUNDRA, KAWANA",Golden Beach,"Golden Beach State School, 34 Gregory Street, GOLDEN BEACH",Full Wheelchair Access,153.116112,-26.813941,QLD
"BANCROFT, MURRUMBA, REDCLIFFE",Kippa-Ring West,"Hercules Road State School, Hercules Road, KIPPA-RING",Assisted Wheelchair Access,153.078426,-27.220584,QLD
NICKLIN,Pomona,"Memorial School of Arts Hall, 6 Reserve Street, Pomona",Full Wheelchair Access,152.855115,-26.36515,QLD
GREGORY,Aramac,"Aramac State School, 69 Porter Street, ARAMAC",Assisted Wheelchair Access,145.243061,-22.974525,QLD
TOOWOOMBA SOUTH,Hume Street South,"Martin Luther Primary Campus, 402 Hume Street, TOOWOOMBA",,151.954824,-27.591665,QLD
STAFFORD,Prince Charles,"Prince Charles Hospital, Rode Road, CHERMSIDE",Full Wheelchair Access,153.02311,-27.389104,QLD
"COOMERA, THEODORE",Upper Coomera,"Highland Reserve State School, Reserve Road, UPPER COOMERA",Assisted Wheelchair Access,153.282607,-27.892784,QLD
BANCROFT,Deception Bay North,"Deception Bay North State School, Old Bay Road, DECEPTION BAY",Full Wheelchair Access,153.015453,-27.181926,QLD
"JORDAN, LOGAN",Greenbank,"Greenbank State School Assembly Hall, 24 Goodna Road, GREENBANK",Assisted Wheelchair Access,152.977235,-27.71093,QLD
"KEPPEL, MIRANI",The Caves,"The Caves State School, Cnr Barmoya & Rossmoya Roads, THE CAVES",Assisted Wheelchair Access,150.459098,-23.176137,QLD
GLADSTONE,Gladstone Central,"Gladstone Central State School, 74 Auckland Street, GLADSTONE",Assisted Wheelchair Access,151.258207,-23.841663,QLD
COOK,Chillagoe,"Chillagoe State School, Cathedral Street, CHILLAGOE",Assisted Wheelchair Access,144.520922,-17.155498,QLD
"MACKAY, WHITSUNDAY",Emmanuel,"Catholic Primary School, 35-49 Baxter Drive, MOUNT PLEASANT",,149.157005,-21.110599,QLD
"BONNEY, BROADWATER",Runaway Bay,"Runaway Bay Indoor Sports Stadium, Sports Drive, RUNAWAY BAY",Full Wheelchair Access,153.393656,-27.910633,QLD
NANANGO,Inverlaw,"Farmers Hall, 1136 Kingaroy-Burrandown Road, INVERLAW",,151.718268,-26.594336,QLD
"MACKAY, MIRANI",Mackay South,"Mercy College, Cnr Juliet & Penn Streets, SOUTH MACKAY",Assisted Wheelchair Access,149.184017,-21.15456,QLD
"CHATSWORTH, GREENSLOPES",Camp Hill,"School of Arts Hall, cnr Old Cleveland Rd and Wiles Street, CAMP HILL",Full Wheelchair Access,153.077526,-27.49295,QLD
"ASPLEY, NUDGEE",Zillmere,"Zillmere State School Library, 70 Murphy Road, ZILLMERE",Assisted Wheelchair Access,153.037606,-27.364619,QLD
"CONDAMINE, TOOWOOMBA SOUTH",Middle Ridge,"Middle Ridge State School, 203 Spring Street, TOOWOOMBA",Assisted Wheelchair Access,151.956078,-27.601364,QLD
WARREGO,Eulo,"Eulo State School, Leo Street, EULO",,145.047212,-28.160873,QLD
MACKAY,Mackay Central,"Mackay Central State School, All Purpose Centre, Macalister Street, MACKAY",,149.182145,-21.145544,QLD
COOMERA,Jacobs Well,"Community Centre, 27 Bay Street, JACOBS WELL",Assisted Wheelchair Access,153.365056,-27.779831,QLD
WHITSUNDAY,Dingo Beach,"Dingo Beach Community Centre, Dingo Beach Road, DINGO BEACH",Full Wheelchair Access,148.496565,-20.093398,QLD
SCENIC RIM,Rosevale,"Church of Christ Hall, 1048 Rosevale Road, ROSEVALE",Assisted Wheelchair Access,152.488496,-27.866323,QLD
REDLANDS,Lamb Island,"Pioneer Hall, 125 Luca Drive, LAMB ISLAND",Assisted Wheelchair Access,153.383571,-27.624223,QLD
COOK,Pormpuraaw,"Pormpuraaw Justice Building, 24 Yalu Street, PORMPURAAW",,141.620057,-14.898986,QLD
MUDGEERABA,Gilston,"Gilston State School, 588 Worongary Road, GILSTON",Full Wheelchair Access,153.311495,-28.039595,QLD
"CALOUNDRA, KAWANA",Caloundra Unity,"Unity College, 47 Lomond Crescent, CALOUNDRA WEST",Full Wheelchair Access,153.088843,-26.80279,QLD
"CONDAMINE, TOOWOOMBA NORTH, TOOWOOMBA SOUTH",Wilsonton,"Wilsonton State School Hall, Denyer Street, WILSONTON",Full Wheelchair Access,151.921953,-27.540903,QLD
MIRANI,Homebush,"Homebush State School, 1181 Homebush Road, HOMEBUSH",Full Wheelchair Access,149.050612,-21.275878,QLD
"BUNDAMBA, IPSWICH, JORDAN",Redbank Plains,"Redbank Plains State School Hall, 39 - 53 School Road, REDBANK PLAINS",Assisted Wheelchair Access,152.850312,-27.64818,QLD
"MIRANI, ROCKHAMPTON",Gracemere,"Waraburra State School, 55 Johnson Road, GRACEMERE",Full Wheelchair Access,150.451756,-23.448699,QLD
BARRON RIVER,Caravonica,"Caravonica State School, Lot 3 Kamerunga Road, CARAVONICA",Full Wheelchair Access,145.695349,-16.852579,QLD
TRAEGER,Mornington Island,"PCYC, Lardil Street, MORNINGTON ISLAND",Full Wheelchair Access,139.170127,-16.663102,QLD
"COOMERA, LOGAN",Cedar Creek,"Cedar Creek State School, Beaudesert-Beenleigh Road, CEDAR CREEK",Assisted Wheelchair Access,153.179297,-27.827639,QLD
"CONDAMINE, TOOWOOMBA SOUTH",Darling Heights,"Darling Heights State School, 45 Wuth Street, TOOWOOMBA",Assisted Wheelchair Access,151.93278,-27.597371,QLD
PUMICESTONE,Ningi,"Community Hall, 1320 Bribie Island Road, NINGI",Assisted Wheelchair Access,153.098903,-27.066291,QLD
PUMICESTONE,Beachmere,"Beachmere State School, James Road, Beachmere",Full Wheelchair Access,153.048322,-27.130647,QLD
"CALOUNDRA, GLASS HOUSE",Glenview,"Glenview State School, 6 Leeding Road, GLENVIEW",Full Wheelchair Access,153.014205,-26.76589,QLD
NANANGO,Moore,"Soldiers Memorial Hall, D'Aguilar Highway, MOORE",Assisted Wheelchair Access,152.289627,-26.893684,QLD
"CALOUNDRA, GLASS HOUSE",Landsborough,"Landsborough State School, 41 Gympie Street North, LANDSBOROUGH",Full Wheelchair Access,152.964331,-26.804178,QLD
MARYBOROUGH,Torbanlea,"Community Hall, Robertson Road, TORBANLEA",Assisted Wheelchair Access,152.596691,-25.346334,QLD
IPSWICH,East Ipswich,"Ipswich East State School Hall, Jacaranda Street, EAST IPSWICH",Assisted Wheelchair Access,152.776823,-27.606736,QLD
"MACALISTER, WATERFORD",Waterford,"Canterbury College Art Centre, Cnr Old Logan Village Rd & Easterley Street, WATERFORD",Full Wheelchair Access,153.148727,-27.707857,QLD
MOGGILL,Kenmore,"Kenmore State School, 2052 Moggill Road, KENMORE",Assisted Wheelchair Access,152.938399,-27.509223,QLD
COOPER,Kelvin Grove,"Kelvin Grove State College, Junior School Hall, L'Estrange Terrace (gates 4 & 5), KELVIN GROVE",Assisted Wheelchair Access,153.011636,-27.450269,QLD
"MANSFIELD, TOOHEY",Upper Mt Gravatt,"Upper Mount Gravatt State School, 1899 Logan Road, UPPER MOUNT GRAVATT",Assisted Wheelchair Access,153.079687,-27.556402,QLD
"MERMAID BEACH, SURFERS PARADISE",Broadbeach,"Broadbeach State School, Alexandra Avenue, BROADBEACH",Full Wheelchair Access,153.434353,-28.035115,QLD
MAROOCHYDORE,Maroochydore Central,"Maroochy Neighbourhood Centre, 2 Fifth Avenue, MAROOCHYDORE",Assisted Wheelchair Access,153.100977,-26.657007,QLD
SANDGATE,Deagon,"Sandgate District State High School Hall, Braun St, DEAGON",Assisted Wheelchair Access,153.055167,-27.330163,QLD
BURDEKIN,East Ayr,"East Ayr State School, 43 Ross Street, AYR",Assisted Wheelchair Access,147.416064,-19.563532,QLD
"CONDAMINE, TOOWOOMBA NORTH",Meringandan,"Meringandan State School, Shirley Road, MERINGANDAN",Assisted Wheelchair Access,151.904845,-27.430721,QLD
BURNETT,Agnes Water,"Agnes Water State School, 1 Donohue Drive, Agnes Water",Assisted Wheelchair Access,151.910931,-24.214082,QLD
MOGGILL,Brookfield,"Brookfield State School, Boscombe Road, BROOKFIELD",Assisted Wheelchair Access,152.91353,-27.495167,QLD
MUNDINGBURRA,Annandale East,"Grammar Junior School, Macarthur Drive, ANNANDALE",Assisted Wheelchair Access,146.794328,-19.316644,QLD
"ASPLEY, EVERTON",Bridgeman Downs,"Anglican Church Hall, 30 Ridley Road, BRIDGEMAN DOWNS",Assisted Wheelchair Access,153.003794,-27.352312,QLD
TRAEGER,Happy Valley,"Happy Valley State School, 25-31 Brilliant Street, MOUNT ISA",Assisted Wheelchair Access,139.49108,-20.745168,QLD
All Districts,Oodgeroo All-Districts Centre,"248 Bloomfield Street, Cleveland(Access via 4 Danielle St., Cleveland)",Drive Through,153.266734,-27.535693,QLD
GREGORY,Woorabinda,"HACC Building, 112 Munns Drive, WOORABINDA",,149.455928,-24.13106,QLD
MARYBOROUGH,St Helens,"St Helens State School, 891 Saltwater Creek Road, ST HELENS",Full Wheelchair Access,152.71031,-25.502247,QLD
WARREGO,Thargomindah,"Thargomindah State School, 1 Dowling Street, THARGOMINDAH",,143.827053,-27.995472,QLD
CONDAMINE,Kulpi,"Kulpi State School, 9 Beckman Street, KULPI",,151.700013,-27.186109,QLD
"STRETTON, TOOHEY",Macgregor Central,"Macgregor State School, 370 McCullough Street, MACGREGOR",Full Wheelchair Access,153.066547,-27.571744,QLD
CALLIDE,Jambin,"Jambin State School, Cnr Burnett Hwy & Threeways Road, JAMBIN",Assisted Wheelchair Access,150.375098,-24.17385,QLD
NANANGO,Nanango,"Nanango State School, 39 Drayton Street (entry via Burnett St), NANANGO",Full Wheelchair Access,152.005452,-26.672187,QLD
CAPALABA,Capalaba Senior,"Capalaba State College Senior Campus, School Road, CAPALABA",Assisted Wheelchair Access,153.195632,-27.535811,QLD
GREENSLOPES,West Coorparoo,"St James Hall, Kirkland Avenue, COORPAROO",Assisted Wheelchair Access,153.052321,-27.499117,QLD
BONNEY,Arundel East,"Presbyterian Church, 132 Allied Drive, Arundel",Full Wheelchair Access,153.386011,-27.938693,QLD
INALA,Carole Park,"Carole Park State School, 260 Waterford Road, CAROLE PARK",Full Wheelchair Access,152.933764,-27.607325,QLD
"GAVEN, MUDGEERABA, SURFERS PARADISE",Carrara,"Emmanuel College, Birmingham Road, CARRARA",Full Wheelchair Access,153.370417,-28.016906,QLD
IPSWICH WEST,Leichhardt,"Immaculate Heart Primary School, Chubb Street, LEICHHARDT",Assisted Wheelchair Access,152.738242,-27.629114,QLD
TRAEGER,Doomadgee,"PCYC, 515 Goodeedawa Road, DOOMADGEE",Full Wheelchair Access,138.829824,-17.93886,QLD
TRAEGER,Normanton,"Normanton Shire Hall, 99 Landsborough Street, NORMANTON",Full Wheelchair Access,141.080195,-17.668896,QLD
"LOGAN, SCENIC RIM",Woodhill,"Woodhill State School, Mt Lindesay Highway, WOODHILL",Full Wheelchair Access,152.973998,-27.893334,QLD
BUDERIM,Buderim,"Buderim Mountain State School Hall, 8-42 Main Street, BUDERIM",Full Wheelchair Access,153.053584,-26.684553,QLD
"GREENSLOPES, SOUTH BRISBANE",Coorparoo,"Coorparoo State School, 327 Old Cleveland Road, COORPAROO",Assisted Wheelchair Access,153.06074,-27.494315,QLD
"MERMAID BEACH, SURFERS PARADISE",Mermaid Beach,"Community Centre, 2439 Gold Coast Highway, MERMAID BEACH",Assisted Wheelchair Access,153.435965,-28.046034,QLD
INALA,Serviceton South,"Serviceton South State School, Lorikeet Street, INALA",Full Wheelchair Access,152.976819,-27.606327,QLD
REDCLIFFE,Redcliffe South,"Senior Citizens Centre, 401 Oxley Avenue, REDCLIFFE",Full Wheelchair Access,153.108316,-27.235186,QLD
MOGGILL,Kenmore South,"Kenmore South State School, 16 Kersley Road, KENMORE",Assisted Wheelchair Access,152.943973,-27.518886,QLD
"BUNDABERG, BURNETT",Woongarra,"Woongarra State School, 468 Elliott Heads Road, BUNDABERG",Full Wheelchair Access,152.405895,-24.878456,QLD
MUNDINGBURRA,Mundingburra South,"Townsville Community Learning Centre, 78 Thompson Street, MUNDINGBURRA",,146.777322,-19.303489,QLD
GREGORY,Winton,"Court House, 59 Vindex Street, Winton",,143.039665,-22.388215,QLD
KEPPEL,Emu Park,"Emu Park State School - The Hall, Hill Street, EMU PARK",Full Wheelchair Access,150.821139,-23.259336,QLD
"BUDERIM, MAROOCHYDORE",Maroochydore,"Millwell Road Community Centre, 11 Millwell Road East, MAROOCHYDORE",Full Wheelchair Access,153.0837,-26.655379,QLD
TOOWOOMBA SOUTH,West Street,"Our Saviour's Hall, Alderley Street (Cnr West Street), HARRISTOWN",Full Wheelchair Access,151.93903,-27.583307,QLD
"BURLEIGH, MERMAID BEACH",Burleigh Heads,"Burleigh Heads State School, Lower Gold Coast Highway, BURLEIGH HEADS",Full Wheelchair Access,153.449022,-28.087239,QLD
BUNDABERG,Norville,"Norville State School, Dr May's Road, BUNDABERG",Assisted Wheelchair Access,152.337198,-24.887113,QLD
INALA,Richlands,"Samoan Assembly of God, 23 Lavender Street, INALA",,152.962814,-27.593767,QLD
"BANCROFT, MURRUMBA",Mango Hill,"Community Centre, Chermside Road, MANGO HILL",Assisted Wheelchair Access,153.029058,-27.218385,QLD
"BONNEY, SOUTHPORT",Southport North,"Southport State High School, Brooke Avenue, SOUTHPORT",Full Wheelchair Access,153.402663,-27.962476,QLD
NANANGO,Durong,"Durong Community Hall, 8940 Chinchilla Wondai Road, DURONG SOUTH",Full Wheelchair Access,151.244026,-26.394897,QLD
BURDEKIN,Ayr,"PCYC, 164 MacMillan Street, AYR",Full Wheelchair Access,147.401396,-19.582476,QLD
"BARRON RIVER, CAIRNS, MULGRAVE",Cairns City,"St Monica's College, Lake Street, CAIRNS CITY",Full Wheelchair Access,145.772249,-16.917246,QLD
"LOCKYER, NANANGO",Fernvale,"Fernvale State School, Brisbane Valley Highway, FERNVALE",Assisted Wheelchair Access,152.644343,-27.447581,QLD
BURNETT,Avondale,"Avondale State School, Avondale Road, AVONDALE",Full Wheelchair Access,152.160709,-24.736152,QLD
HINCHINBROOK,Forrest Beach,"Forrest Beach State School, 40 Pandanus Street, ALLINGHAM",Assisted Wheelchair Access,146.294385,-18.711842,QLD
"HINCHINBROOK, MUNDINGBURRA, THURINGOWA, TOWNSVILLE",Kirwan,"Kirwan State School, 21 Burnda Street, KIRWAN",Assisted Wheelchair Access,146.733007,-19.298861,QLD
COOK,Thursday Island,"Port Kennedy Hall, 64 Douglas Street, THURSDAY ISLAND",Full Wheelchair Access,142.220386,-10.583422,QLD
IPSWICH,Griffith Road,"Ipswich Central State School Hall, 2A Griffith Road, IPSWICH",Assisted Wheelchair Access,152.769177,-27.62163,QLD
MOGGILL,Chapel Hill South,"Uniting Church Worship Centre, Cnr Moggill & Chapel Hill Roads, CHAPEL HILL",Assisted Wheelchair Access,152.953247,-27.507734,QLD
"EVERTON, FERNY GROVE",Gaythorne,"Mitchelton & Districts Senior Citizen Centre, 30 Tel-El-Kebir Street, Mitchelton",Full Wheelchair Access,152.978336,-27.416651,QLD
CALLIDE,Mulgildie,"Mulgildie State School, 2 Brigalow Street, MULGILDIE",Full Wheelchair Access,151.134509,-24.963368,QLD
CALLIDE,Jandowae,"Memorial Hall, 38 George Street, JANDOWAE",Assisted Wheelchair Access,151.112137,-26.77979,QLD
REDCLIFFE,Humpybong,"Humpybong State School Hall, Ernest Street, MARGATE",Assisted Wheelchair Access,153.109472,-27.246209,QLD
SOUTH BRISBANE,St Francis,"St Francis' Church Hall, 47 Dornoch Terrace, HIGHGATE HILL",Assisted Wheelchair Access,153.008915,-27.487325,QLD
NICKLIN,Kureelpa,"Public Hall, 2 - 4 Jewett Road, KUREELPA",Assisted Wheelchair Access,152.900966,-26.617292,QLD
MIRANI,Sarina East,"Presbyterian Church Hall, 23 Sarina Beach Road, SARINA",,149.218784,-21.415407,QLD
GLADSTONE,Gladstone West,"Gladstone West State School - Administration Building, Cnr Boles & Breslin Streets, GLADSTONE WEST",Full Wheelchair Access,151.251574,-23.859307,QLD
TOWNSVILLE,North Ward,"Townsville Central State School, Warburton Street, NORTH WARD",Assisted Wheelchair Access,146.811627,-19.251683,QLD
HINCHINBROOK,Cardwell,"Cardwell State School, 43 Victoria Street, CARDWELL",Full Wheelchair Access,146.030563,-18.268661,QLD
"BANCROFT, MURRUMBA",Murrumba Downs,"Undurba State School, 49 Ogg Road, MURRUMBA DOWNS",Full Wheelchair Access,153.007858,-27.262031,QLD
BURDEKIN,Nebo,"Nebo State School, 34 Oxford Street, NEBO",Full Wheelchair Access,148.689721,-21.689508,QLD
PUMICESTONE,Banksia Beach,"Banksia Beach State School, 133 Sunderland Drive, BANKSIA BEACH",Assisted Wheelchair Access,153.14854,-27.046136,QLD
"MAIWAR, MOGGILL",Indooroopilly,"Uniting Church Hall, Cnr Station and Musgrave Roads, INDOOROOPILLY",Assisted Wheelchair Access,152.971728,-27.501767,QLD
"MACKAY, WHITSUNDAY",Bucasia,"Bucasia State School, 76 Kemp Street, BUCASIA",Full Wheelchair Access,149.157732,-21.031354,QLD
GLADSTONE,Mount Larcom,"Mount Larcom State School, Raglan Street, MOUNT LARCOM",,150.978855,-23.811128,QLD
BARRON RIVER,Clifton Beach,"Clifton Beach Tennis Club, Edward Mann Park, Cllifton Road, CLIFTON BEACH",Full Wheelchair Access,145.676287,-16.768936,QLD
"ASPLEY, SANDGATE",Bracken Ridge West,"Norris Road State School Hall, Pritchard Place, BRACKEN RIDGE",Full Wheelchair Access,153.025541,-27.31735,QLD
"BARRON RIVER, CAIRNS",Stratford,"Community Hall, 15 Kamerunga Road, STRATFORD",Full Wheelchair Access,145.732426,-16.875707,QLD
CALLIDE,Wandoan,"Wandoan State School, 49 North Street, WANDOAN",Full Wheelchair Access,149.961544,-26.118804,QLD
TOWNSVILLE,Townsville West,"Townsville West State School, 8 Wilson Street, WEST END",Assisted Wheelchair Access,146.803935,-19.267164,QLD
LOGAN,Park Ridge,"Park Ridge State High School, 14-30 Lancewood Street, PARK RIDGE",Assisted Wheelchair Access,153.033811,-27.700424,QLD
"SPRINGWOOD, STRETTON, TOOHEY, WATERFORD",Eight Mile Plains,"Eight Mile Plains State School, 480 Underwood Road, EIGHT MILE PLAINS",Assisted Wheelchair Access,153.108891,-27.593044,QLD
PUMICESTONE,Donnybrook,"Community Hall, Cnr Alice & Ediths Streets, DONNYBROOK",,153.068957,-27.004036,QLD
BUDERIM,Buderim Gardens,"Buderim Gardens Community Hall, 405 Mooloolaba Road, BUDERIM",Full Wheelchair Access,153.088169,-26.677915,QLD
CALLIDE,Bullyard,"Bullyard State School, 2359 Bucca Road, BULLYARD",,152.060834,-24.949964,QLD
WARREGO,Dirranbandi,"Dirranbandi State School, Jane Street, DIRRANBANDI",Full Wheelchair Access,148.229835,-28.576985,QLD
"SOUTHPORT, SURFERS PARADISE",Isle of Capri,"Surfers Paradise State School, Hobgen Street, ISLE OF CAPRI",Full Wheelchair Access,153.420553,-28.012395,QLD
NUDGEE,Nundah North,"St Francis Anglican Church Hall, Cnr Cameron & Cavendish Street, NUNDAH",Full Wheelchair Access,153.06143,-27.394596,QLD
MULGRAVE,Bentley Park,"St Therese's School, 135 Robert Road, BENTLEY PARK",Full Wheelchair Access,145.73199,-17.006986,QLD
"BUNDABERG, BURNETT",Kalkie,"Kalkie State School, Bargara Road, KALKIE",Assisted Wheelchair Access,152.397398,-24.846334,QLD
NANANGO,Tansey,"Tansey Hall, 28 Tansey Hall Road, TANSEY",,152.045106,-26.03441,QLD
"KEPPEL, ROCKHAMPTON",Frenchville,"Frenchville State School - Activities Centre, Frenchville Road, FRENCHVILLE",Full Wheelchair Access,150.545,-23.341944,QLD
"CAPALABA, OODGEROO",Wellington Point High,"Wellington Point State High School, Anson Road, WELLINGTON POINT",Assisted Wheelchair Access,153.230036,-27.490427,QLD
CALLIDE,Theodore,"Theodore State School, The Boulevard, THEODORE",Full Wheelchair Access,150.075737,-24.945606,QLD
MIRANI,Mt Morgan,"School of Arts Hall, Morgan Street, MOUNT MORGAN",Assisted Wheelchair Access,150.386701,-23.645045,QLD
All Districts,Woolloongabba All-Districts Centre,"Nazareth Lutheran Church Hall, 12 Hawthorne Street, Woolloongabba",Full Wheelchair Access,153.034661,-27.488729,QLD
NANANGO,Kingaroy East,"St Johns Lutheran School, 84 Ivy Street, KINGAROY",Assisted Wheelchair Access,151.85571,-26.537148,QLD
LOCKYER,Lawes,"UQ Gatton Campus - Morrison Hall (Ground Level), Warrego Highway, LAWES",Assisted Wheelchair Access,152.33605,-27.554613,QLD
MAIWAR,Taringa,"Baptist Church, 36 Morrow Street, TARINGA",Assisted Wheelchair Access,152.981154,-27.492712,QLD
"BUNDAMBA, JORDAN",Camira,"Camira State School Hall, Old Logan Road, CAMIRA",Full Wheelchair Access,152.915123,-27.62289,QLD
CLAYFIELD,Hendra,"St Johns Anglican Church Hall, 12 Burilda Street, HENDRA",Assisted Wheelchair Access,153.067788,-27.421969,QLD
"CLAYFIELD, NUDGEE",Nundah East,"Lutheran Church Hall, Buckland Road, NUNDAH",Assisted Wheelchair Access,153.062806,-27.403926,QLD
"CALOUNDRA, KAWANA",Currimundi,"Currimundi Primary School, 17 Buderim Street, CURRIMUNDI",Full Wheelchair Access,153.135488,-26.776821,QLD
MAROOCHYDORE,Kuluin,"Kuluin State School, 41-67 Tallow Wood Drive, KULUIN",Assisted Wheelchair Access,153.058351,-26.659222,QLD
MIRANI,Carmila,"Carmila State School, Carmila West Road, CARMILA",Full Wheelchair Access,149.403913,-21.91271,QLD
COOK,Miallo,"Miallo State School, Miallo Road, MIALLO VIA MOSSMAN",Assisted Wheelchair Access,145.376243,-16.388917,QLD
MAROOCHYDORE,Maroochydore High,"Maroochydore State High School, 160 Maroochydore Road, MAROOCHYDORE",Full Wheelchair Access,153.074838,-26.654262,QLD
"CAIRNS, MULGRAVE",Earlville,"Our Lady Help of Christians School, 18 Balaclava Road, EARLVILLE",Full Wheelchair Access,145.737365,-16.94276,QLD
WARREGO,Augathella,"Augathella State School, Cavanagh Street, AUGATHELLA",Full Wheelchair Access,146.583431,-25.797356,QLD
BURNETT,Buxton,"Community Hall, 49 Powers Street, BUXTON",Assisted Wheelchair Access,152.53396,-25.195498,QLD
HINCHINBROOK,Murray River Upper,"Murray River Upper State School, Upper Murray Road, Murray Upper",Full Wheelchair Access,145.850437,-18.090422,QLD
"BUNDABERG, BURNETT",Bundaberg North,"Bundaberg North State School, Mt Perry Road, BUNDABERG NORTH",Full Wheelchair Access,152.34031,-24.852012,QLD
NUDGEE,Nudgee,"School of Arts, Penhill Street, NUDGEE",Assisted Wheelchair Access,153.085046,-27.365398,QLD
NANANGO,Mount Tarampa,"Mount Tarampa State School, Profkes Road, MOUNT TARAMPA",Assisted Wheelchair Access,152.489494,-27.45536,QLD
WHITSUNDAY,Coningsby,"Coningsby State School, 1312 Bruce Highway, CONINGSBY",,149.068881,-21.092263,QLD
COOK,Weipa North,"Weipa Campus Western Cape College, Central Avenue, WEIPA (ROCKY POINT)",Assisted Wheelchair Access,141.880673,-12.623158,QLD
IPSWICH,West Ipswich,"Ipswich West State School, Kennedy Street, WEST IPSWICH",,152.750956,-27.620939,QLD
"OODGEROO, REDLANDS",Cleveland High,"Cleveland District State High School, Russell Street, CLEVELAND",Assisted Wheelchair Access,153.260893,-27.530781,QLD
BURNETT,Woodgate,"Community Hall, Esplanade, WOODGATE",Assisted Wheelchair Access,152.571071,-25.115149,QLD
WARREGO,Meandarra,"Meandarra State School, Sara Street, MEANDARRA",Full Wheelchair Access,149.882462,-27.324233,QLD
"ALGESTER, LOGAN, WOODRIDGE",Regents Park,"Regents Park State School, Emerald Drive, REGENTS PARK",Assisted Wheelchair Access,153.034298,-27.68224,QLD
CONDAMINE,Pilton,"Pilton State School, 24 Pilton Valley Road, PILTON",Full Wheelchair Access,152.049665,-27.868217,QLD
"WATERFORD, WOODRIDGE",Woodridge North,"Woodridge North State School, Arthur Street, WOODRIDGE",Assisted Wheelchair Access,153.106499,-27.6264,QLD
MOGGILL,Mount Crosby,"Mount Crosby State School, Mount Crosby Road, MOUNT CROSBY",Assisted Wheelchair Access,152.807124,-27.550849,QLD
LOCKYER,Lake Clarendon,"Lake Clarendon State School, 35 Lake Clarendon Road, LAKE CLARENDON",,152.358227,-27.521845,QLD
SCENIC RIM,Peak Crossing,"Peak Crossing State School, 1323 Ipswich-Boonah Road, PEAK CROSSING",Assisted Wheelchair Access,152.73144,-27.779144,QLD
"KURWONGBAH, MORAYFIELD",Narangba Valley,"Narangba Sporting Complex, Harris Avenue, Narangba",Full Wheelchair Access,152.943276,-27.171086,QLD
NUDGEE,Nundah,"Nundah State School, 41 Bage Street, NUNDAH",Full Wheelchair Access,153.058098,-27.402473,QLD
BURDEKIN,Clermont,"Clermont State School, Francis Street, CLERMONT",Assisted Wheelchair Access,147.632732,-22.836669,QLD
CAIRNS,Cairns West,"Cairns West State School, Mayers Street, MANUNDA",Assisted Wheelchair Access,145.743081,-16.923872,QLD
"COOPER, MAIWAR",Auchenflower,"Queensland Scout Centre, 32 Dixon Street, AUCHENFLOWER",Assisted Wheelchair Access,152.994819,-27.47741,QLD
GLADSTONE,Tannum Sands,"Tannum Sands State High School, 65 Coronation Drive, TANNUM SANDS",Assisted Wheelchair Access,151.365209,-23.95945,QLD
GREGORY,Alpha,"Alpha State School, 11 Milton Street, ALPHA",Full Wheelchair Access,146.642369,-23.650297,QLD
MILLER,Yeronga,"Yeronga State School, 122 Park Road, YERONGA",Full Wheelchair Access,153.019928,-27.518967,QLD
All Districts,Cairns All-Districts Centre,"96-98 Mulgrave Road, Parramatta Park",Assisted Wheelchair Access,145.765201,-16.92381,QLD
"ALGESTER, STRETTON",Algester,"Algester State School, Endiandra Street (access via Ridgewood Road), ALGESTER",Full Wheelchair Access,153.030238,-27.61484,QLD
"JORDAN, LOGAN, SCENIC RIM",Jimboomba,"Jimboomba State School, Mt Lindesay Highway, JIMBOOMBA",Full Wheelchair Access,153.028216,-27.829423,QLD
"ASPLEY, NUDGEE, SANDGATE",Taigum,"Taigum State School Hall, 266 Handford Road, TAIGUM",Full Wheelchair Access,153.039899,-27.348117,QLD
COOK,Aurukun,"Community Justice Centre, Wuungkam Street, AURUKUN",,141.72919,-13.353817,QLD
MOUNT OMMANEY,Corinda South,"Corinda State School, 330 Cliveden Avenue, CORINDA",Assisted Wheelchair Access,152.982243,-27.549215,QLD
"ASPLEY, EVERTON, STAFFORD",McDowall,"McDowall State School, 1018 Rode Road, MCDOWALL",Assisted Wheelchair Access,152.989511,-27.388201,QLD
HINCHINBROOK,Ingham Showgrounds,"Ingham Showgrounds Pavilion Shed, Cooper Street, INGHAM",Full Wheelchair Access,146.15903,-18.657432,QLD
OODGEROO,Dunwich,"Dunwich State School, Bingle Road, DUNWICH",Full Wheelchair Access,153.404401,-27.496288,QLD
