stall_description,lon,has_run_out,has_nothing,has_caek,has_bbq,latest_report,first_report,stall_website,lat,stall_name,extra_info,source,has_other,wheelchairaccess,entrancesdesc,polling_place_type,booth_info,opening_hours,premises,address,polling_place_name,division,state,ess_stall_id,ess_stall_url
"Cakes, biscuits, muffins, drinks. ",115.76528,FALSE,FALSE,FALSE,TRUE,2016-07-02 08:24:01.152417+00,2016-06-25 07:44:08.934102+00,,-32.05859,White Gum Valley Primary School Cake Stall,,Election Sausage Sizzle,{},Assisted,Enter from Hope St.,Public School,,,White Gum Valley Primary School,"White Gum Valley Primary School, 29 Hope St, WHITE GUM VALLEY, WA 6162",White Gum Valley,Fremantle,WA,3137,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3137/White-Gum-Valley-Primary-School-White-Gum-Valley-Primary-School-Cake-Stall/no
,151.087,FALSE,FALSE,FALSE,FALSE,,,,-33.9641,,,,,Assisted,Austral St,,,,Penshurst Girls Campus,"Penshurst Girls Campus, 2 Austral St, PENSHURST, NSW 2222",Penshurst Central,Banks,NSW,,
"Sausages, egg and bacon rolls, cakes and yummy treats!!",151.123,FALSE,FALSE,TRUE,TRUE,2016-06-30 12:08:03.774278+00,2016-06-30 12:08:03.774278+00,,-34.0189,Taren Point PS sausage sizzle and cake stall,,,"{""has_bacon_and_eggs"":true}",Assisted,Entrance to grounds: Woodlands Rd.,Public School,,,Taren Point Public School,"Taren Point Public School, 93 Woodlands Rd, TAREN POINT, NSW 2229",Taren Point,Cook,NSW,3759,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3759/Taren-Point/no
"Sausages, Egg and Bacon sandwiches and cake stall.",150.98865,FALSE,FALSE,TRUE,TRUE,2016-07-01 06:35:28.245704+00,2016-06-30 12:08:01.185253+00,https://www.facebook.com/HPSPandC/?ref=bookmarks,-34.18395,Helensburgh Public School P&C BBQ and Cake Stall,,User-submitted,"{""has_bacon_and_eggs"":true}",Assisted,2 entrances (a) 1 at Fletcher St             (b) 1 at Lukin St,Public School,,,Helensburgh Public School,"Helensburgh Public School, 11 Fletcher St, HELENSBURGH, NSW 2508",Helensburgh North,Cunningham,NSW,3752,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3752/Helensburgh-North/no
Revesby Y.M.C.A.,151.0166996,FALSE,FALSE,TRUE,TRUE,2016-07-01 11:08:10.888603+00,2016-07-01 11:08:10.888603+00,,-33.9542157,Revesby Y.M.C.A.,,User-submitted,"{""has_vego"":true,""has_halal"":true}",Assisted,The River Rd,Community Hall,,,Revesby Y.M.C.A.,"Revesby Y.M.C.A., 184 The River Rd, REVESBY, NSW 2212",Revesby,Banks,NSW,,
A stall to help students fund raise to travel to Japan.,151.01,FALSE,FALSE,TRUE,TRUE,2016-07-01 11:31:34.479154+00,2016-07-01 11:31:34.479154+00,,-33.9649,,,User-submitted,"{""has_bacon_and_eggs"":true}",Assisted,Kennedy St,Public School,,,Picnic Point High School,"Picnic Point High School, 61 Kennedy St, PICNIC POINT, NSW 2213",Picnic Point North,Banks,NSW,,
,150.999,FALSE,TRUE,FALSE,FALSE,2016-07-02 03:25:29.460905+00,2016-07-02 03:25:29.460905+00,,-33.9551,,,Twitter,{},Assisted,Peffer St,Community Hall,,,Panania Senior Citizens Centre,"Panania Senior Citizens Centre, 77 Anderson Ave, PANANIA, NSW 2213",Panania,Banks,NSW,,
,151.144,FALSE,FALSE,FALSE,FALSE,,,,-33.938,,,,,Full,Entrance: Barden Street,Community Hall,,,Arncliffe Community Centre Coronation Hall,"Arncliffe Community Centre Coronation Hall, 23 Barden St, ARNCLIFFE, NSW 2205",Arncliffe,Barton,NSW,,
,151.125,FALSE,TRUE,FALSE,FALSE,2016-07-02 04:37:38.379627+00,2016-07-02 04:37:38.379627+00,,-33.9515,,,Twitter,{},None,"gateway 484 Forest Road, BEXLEY",Church,,,Bexley Baptist Church,"Bexley Baptist Church, 484 Forest Rd, BEXLEY, NSW 2207",Bexley,Barton,NSW,,
,151.125,FALSE,FALSE,FALSE,FALSE,,,,-33.9338,,,,,None,"Gate at 4 Crew Lane, Bardwell  Park NSW 2207. Laneway at Darley Road, Bardwell Park",Public School,,,Bardwell Park Infants School,"Bardwell Park Infants School, 4 Crewe La, BARDWELL PARK, NSW 2207",Bardwell Park,Barton,NSW,,
,148.190629,FALSE,FALSE,FALSE,FALSE,,,,-32.7234786,,,,,Assisted,Entrance to school grounds via Caswell St Entrance to polling place via main doors to hall,Public School,,,Peak Hill Central School,"Peak Hill Central School, Caswell St, PEAK HILL, NSW 2869",Peak Hill,Riverina,NSW,,
,115.8165514,FALSE,FALSE,FALSE,FALSE,,,,-31.7805232,,,,,Assisted,Western gate from Willespie,Public School,,,Pearsall Primary School,"Pearsall Primary School, Willespie Dr, PEARSALL, WA 6065",Pearsall,Cowan,WA,,
,151.0532173,FALSE,FALSE,FALSE,FALSE,,,,-33.9524734,,,,,Assisted,Littleton St,Church,,,St Andrew's Church Hall,"St Andrew's Church Hall, 9 Littleton St, RIVERWOOD, NSW 2210",Riverwood South,Banks,NSW,,
,151.083,FALSE,FALSE,FALSE,FALSE,,,,-33.9492,,,,,Assisted,119 Morgan St Beverly Hills NSW 2209,Church,,,St Bede's Anglican Church Hall,"St Bede's Anglican Church Hall, 119 Morgan St, BEVERLY HILLS, NSW 2209",Beverly Hills,Barton,NSW,,
,151.079,FALSE,FALSE,FALSE,FALSE,,,,-33.947,,,,,None,"Door at 82 Ponyara Road, BEVERLY HILLS",Church,,,Beverly Hills Uniting Church Hall,"Beverly Hills Uniting Church Hall, 82 Ponyara Rd, BEVERLY HILLS, NSW 2209",Beverly Hills Central,Barton,NSW,,
,151.061,FALSE,FALSE,FALSE,FALSE,,,,-33.9553,,,,,Assisted,Bailey Pde,Public School,,,Peakhurst Public School,"Peakhurst Public School, Bailey Pde, PEAKHURST, NSW 2210",Peakhurst East,Banks,NSW,,
Sausage Sizzle and Cake Stall,151.1427318,FALSE,FALSE,TRUE,TRUE,2016-06-30 12:08:05.691435+00,2016-06-30 12:08:05.691435+00,,-33.6094008,Wideview Public School,,,{},None,Wideview Rd - Gate and path/drivewa Lonsdale St - gate and path,Public School,,,Wideview Public School,"Wideview Public School, Wideview Rd, BEROWRA HEIGHTS, NSW 2082",Berowra Heights,Berowra,NSW,3748,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3748/Berowra-Heights/no
,151.127,FALSE,FALSE,FALSE,FALSE,,,,-33.9281,,,,,Assisted,gate at St James Avenue. EARLWOOD NSW 2206,,,,Our Lady of Lourdes church Hall,"Our Lady of Lourdes church Hall, St James Ave, EARLWOOD, NSW 2206",Earlwood Central,Barton,NSW,,
,151.102,FALSE,TRUE,FALSE,FALSE,2016-07-02 03:34:31.066974+00,2016-07-02 03:34:31.066974+00,,-33.9642,,,,{},Full,Queens Rd,Senior Citizens Centre,,,Hurstville Senior Citizens Centre,"Hurstville Senior Citizens Centre, 91 Queens Rd, HURSTVILLE, NSW 2220",Hurstville (Barton),Barton,NSW,,
"Finest Sausage sizzle in Hurstville, come down to support your local scout group. Sausages and onions available.",151.096,FALSE,FALSE,FALSE,TRUE,2016-07-02 04:00:15.476778+00,2016-07-02 04:00:15.476778+00,,-33.9544,1st Hurstville Rover Crew,,,{},None,Barnards Ave,,,,Kingsway Scout Hall,"Kingsway Scout Hall, Barnards Ave, HURSTVILLE, NSW 2220",Hurstville North,Barton,NSW,4424,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/4424/Hurstville-North/no
,151.136,FALSE,FALSE,FALSE,FALSE,,,,-33.9616,,,,,Assisted,"Gate at Gladstone Street, KOGARAH",Public School,,,Kogarah High School,"Kogarah High School, Gladstone St, KOGARAH, NSW 2217",Kogarah Central,Barton,NSW,,
,151.102,FALSE,FALSE,FALSE,FALSE,,,,-33.9494,,,,,Assisted,"School Gate on Kingsgrove Rd, Kingsgrove School Gate on Rayment Ave, Kingsgrove",Public School,,,Kingsgrove High School,"Kingsgrove High School, Kingsgrove Rd, KINGSGROVE, NSW 2208",Kingsgrove South,Barton,NSW,,
,151.109,FALSE,FALSE,FALSE,FALSE,,,,-33.9383,,,,,Assisted,Gate entrance,,,,Kingsgrove/Bexley North Community Centre,"Kingsgrove/Bexley North Community Centre, 54A Shaw Street, BEXLEY NORTH, NSW 2207",North Bexley North,Barton,NSW,,
The P and C will be on site holding a sausage sizzle to feed the hungry voters. We will be there from 10am to 2pm.  Sausage Sizzle $3.00 each Drinks $2.00 each,115.6882727,FALSE,FALSE,FALSE,TRUE,2016-07-02 03:51:43.357864+00,2016-07-02 03:51:43.357864+00,,-33.3402306,Picton Primary School P&C Sausage Sizzle,,,{},Assisted,entrance to activities room block.,Public School,,,Picton Primary School,"Picton Primary School, Jeffrey Rd, GLEN IRIS, WA 6230",Picton,Forrest,WA,4149,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/4149/Picton/no
,151.136,FALSE,FALSE,FALSE,FALSE,,,,-33.9504,,,,,None,school gates in Parker St and Walz St,,,,St Joseph's Parish Centre,"St Joseph's Parish Centre, Parker Street, ROCKDALE, NSW 2216",Rockdale West,Barton,NSW,,
,151.145,FALSE,FALSE,FALSE,FALSE,,,,-33.9319,,,,,Assisted,"School Gate at 22 Loftus Street, Turrella",,,,Cairnsfoot Special School,"Cairnsfoot Special School, 22 Loftus Street, TURRELLA, NSW 2205",Turrella,Barton,NSW,,
,151.114,FALSE,FALSE,FALSE,FALSE,,,,-33.9522,,,,,Full,"Doors at 80A St Georges Rd, BEXLEY",Church,,,Bexley West Uniting Church Hall,"Bexley West Uniting Church Hall, 80A St Georges Rd, BEXLEY, NSW 2207",Bexley West,Barton,NSW,,
,151.103,FALSE,FALSE,FALSE,FALSE,,,,-33.9401,,,,,Assisted,"Gate 4 Morgan Street, Kingsgrove",Church,,,St Thomas'/Sth W Chinese Christian Church Hall,"St Thomas'/Sth W Chinese Christian Church Hall, 4 Morgan St, KINGSGROVE, NSW 2208",Kingsgrove,Barton,NSW,,
,151.123,FALSE,FALSE,FALSE,FALSE,,,,-33.9182,,,,,None,"entrance of 6 Burlington Ave, Earlwood",Church,,,"Church of Christ Hall, Earlwood","Church of Christ Hall, Earlwood, 6 Burlington Ave, EARLWOOD, NSW 2206",North Earlwood,Barton,NSW,,
,151.139,FALSE,FALSE,FALSE,FALSE,,,,-33.9537,,,,,None,Bay Street Gate,Church,,,Rockdale Uniting Church Hall,"Rockdale Uniting Church Hall, 11 Bay St, ROCKDALE, NSW 2216",Rockdale Central,Barton,NSW,,
,151.1503777,FALSE,FALSE,FALSE,FALSE,,,,-33.9154803,,,,,Assisted,Entrance: Illawarra Rd,Church,,,Marrickville Uniting Church,"Marrickville Uniting Church, 388 Illawarra Rd, MARRICKVILLE, NSW 2204",The Warren,Barton,NSW,,
,151.08353,FALSE,FALSE,FALSE,FALSE,,,,-33.79244,,,,,Assisted,Hall entry Main gate - Rutledge St,,,,Eastwood Baptist Hall,"Eastwood Baptist Hall, 3 First Ave, EASTWOOD, NSW 2122",Denistone,Bennelong,NSW,,
"BBQ selling cheap sausages outside shop on 101 Liebig Street. Come along enjoy a sausage and learn about the ""Shelter Box"" program which assists families in need by supplying a tent and basic survival items following natural disasters world wide. ",142.481,FALSE,FALSE,FALSE,TRUE,2016-06-30 12:09:36.123503+00,2016-06-30 12:09:36.123503+00,,-38.3826,Rotary Club of Warrnambool Daybreak,,,{},Assisted,Main doors at front of hall.,,,,Temperance Hall,"Temperance Hall, 195 Koroit St,  WARRNAMBOOL, VIC 3280",Warrnambool,Wannon,VIC,3740,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3740/Warrnambool/no
,144.727,FALSE,FALSE,TRUE,TRUE,2016-06-30 12:09:43.778612+00,2016-06-30 12:09:43.778612+00,,-37.2748,Lancefield Primary School,,,{},Assisted,"The school has a number of entrances to the school grounds.  However, arrangemen ts have been made to post the notice on the entry door to he building being used  as the polling notice.  Party workers a re able to hand out material at that ent rance.",,,,Lancefield Primary School,"Lancefield Primary School, 80 High Street, LANCEFIELD, VIC 3435",Lancefield,McEwen,VIC,3739,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3739/Lancefield/no
"Egg and Bacon Rolls, Sausages. Drinks",145.442,FALSE,FALSE,FALSE,TRUE,2016-06-30 12:09:46.243595+00,2016-06-30 12:09:46.243595+00,,-37.9334,Emerald Secondary College Sausage Sizzle,,,"{""has_bacon_and_eggs"":true}",Assisted,The entrance to the car park is from Belgrave-Gembrook Road.,,,,Emerald Secondary College,"Emerald Secondary College, 425 Belgrave-Gembrook Rd, EMERALD, VIC 3782",Emerald,La Trobe,VIC,3781,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3781/Emerald/no
"Breakfast: Egg and Bacon rolls Lunch:       Sausages, onions in bread  Tea, Coffee (Machine filter), Hot Chocolate Coke, Diet coke, Lemonade, Fanta, Solo",151.067,FALSE,FALSE,FALSE,TRUE,2016-06-30 09:43:41.090565+00,2016-06-30 09:43:41.090565+00,,-33.7906,1st Brush Park Venturer Scout Group,,,"{""has_coffee"":true,""has_bacon_and_eggs"":true}",None,Lawson St - main gate,,,,Corrective Services Academy,"Corrective Services Academy, 66 Terry Rd, EASTWOOD, NSW 2122",Eastwood West,Bennelong,NSW,3710,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3710/Eastwood-West/no
"Sausages, Egg and Bacon rolls, coffee, tea, soft drinks",151.109308,FALSE,FALSE,FALSE,TRUE,2016-07-02 04:00:12.419627+00,2016-07-02 04:00:12.419627+00,,-33.7943477,Australian Air League (Ryde Squadron),,,"{""has_coffee"":true,""has_bacon_and_eggs"":true}",None,Main Entry Bridge Rd,,,,Australian Air League Building,"Australian Air League Building, Santa Rosa Park, 64 Bridge RdRYDE, NSW 2112",Eastview,Bennelong,NSW,4428,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/4428/Eastview/no
,151.1149218,FALSE,FALSE,FALSE,FALSE,,,,-33.7797606,,,,,Assisted,Herring rd - carpark entrance and path Saunders cl - pedest access via carpark,,,,Morling College,"Morling College, 120 Herring Rd, MACQUARIE PARK, NSW 2113",Macquarie Park,Bennelong,NSW,,
,151.0924377,FALSE,FALSE,FALSE,FALSE,,,,-33.8148423,,,,,Assisted,See St - gate and driveway Rhodes St - pathway Polling - Building P. Take lift to Cante en,,,,Meadowbank TAFE College,"Meadowbank TAFE College, See St, MEADOWBANK, NSW 2114",Meadowbank,Bennelong,NSW,,
,151.0996223,FALSE,FALSE,FALSE,FALSE,,,,-33.7703911,,,,,Assisted,Vimiera Rd - Driveway and path Crimea Rd - Walkway steps,Public School,,,Epping Boys High School,"Epping Boys High School, 213 Vimiera Rd, MARSFIELD, NSW 2122",Marsfield North,Bennelong,NSW,,
,151.1,FALSE,FALSE,FALSE,FALSE,,,,-33.8085,,,,,Assisted,"Parkes St - 2 Gates, pedestrian access           - Driveway",,,,TAFE NSW - Northern Sydney Ins Ryde Campus,"TAFE NSW - Northern Sydney Ins Ryde Campus, Parkes St, WEST RYDE, NSW 2114",Parkes Street,Bennelong,NSW,,
,151.1200494,FALSE,FALSE,FALSE,FALSE,,,,-33.8133913,,,,,None,"Forrest Rd - gate, pathway",Public School,,,Ryde Secondary College,"Ryde Secondary College, 5 Malvina St, RYDE, NSW 2112",Middle Ryde,Bennelong,NSW,,
,151.097,FALSE,FALSE,FALSE,FALSE,,,,-33.7935,,,,,Assisted,Lovell Rd - 3 gates Brabyn St - 2 gates,Public School,,,Denistone East Public School,"Denistone East Public School, Lovell Rd, DENISTONE EAST, NSW 2112",Denistone East,Bennelong,NSW,,
,151.1201395,FALSE,FALSE,FALSE,FALSE,,,,-33.8277117,,,,,None,corner Stanbury st and Nokia St - gate,Pre-School,,,Tennyson Pre-school Kindergarten,"Tennyson Pre-school Kindergarten, 15A Stanbury St, GLADESVILLE, NSW 2111",Gladesville North,Bennelong,NSW,,
,151.079,FALSE,FALSE,FALSE,FALSE,,,,-33.7745,,,,,Assisted,Bridge St - Main Hall entry,Church,,,Epping Church of Christ,"Epping Church of Christ, 31 Bridge St, EPPING, NSW 2121",Epping,Bennelong,NSW,,
,151.102359,FALSE,FALSE,FALSE,FALSE,,,,-33.781032,,,,,Assisted,Agincourt Rd - pathway,Church,,,St Anthony's Church Hall,"St Anthony's Church Hall, 54 Agincourt Rd, MARSFIELD, NSW 2122",Marsfield,Bennelong,NSW,,
,151.105,FALSE,FALSE,FALSE,FALSE,,,,-33.8128,,,,,None,Blaxland Rd - Street Entrance,,,,Ryde Masonic Hall,"Ryde Masonic Hall, 142 Blaxland Rd, RYDE, NSW 2112",Ryde,Bennelong,NSW,,
,151.1080114,FALSE,FALSE,FALSE,FALSE,,,,-33.8217896,,,,,Assisted,Morrison Rd - driveway and path Susan Schardt Way - driveway and path Lardelli Drive - driveway and path,,,,Royal Rehab,"Royal Rehab, 235 Morrison Rd, RYDE, NSW 2112",Ryde South,Bennelong,NSW,,
"Sausages and bacon sandwiches, Guide biscuits",151.0459716,FALSE,FALSE,FALSE,TRUE,2016-06-28 14:35:07.610949+00,2016-06-28 14:35:07.610949+00,,-33.7205638,Cherrybrook Girl Guides BBQ,,,{},Assisted,open walk way from Shepherds Dr or Macqu arie Dr,,,,Cherrybrook Girl Guides Hall,"Cherrybrook Girl Guides Hall, cnr Shepherds Dr & Macquarie Dr, CHERRYBROOK, NSW 2126",Cherrybrook Central,Berowra,NSW,3482,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3482/Cherrybrook-Central/no
"Sausages, drinks, egg and bacon rolls, zooper doopers",145.336,FALSE,FALSE,FALSE,TRUE,2016-06-30 14:23:44.0494+00,2016-06-30 13:00:55.453022+00,,-38.05,Sausage Sizzle,,User-submitted,"{""has_bacon_and_eggs"":true}",Assisted,Main access is via the carpark from Gwendoline Dr.,Public School,,,Berwick Fields Primary School,"Berwick Fields Primary School, 35 Gwendoline Drive, BERWICK, VIC 3806",Berwick Fields,La Trobe,VIC,3804,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3804/Berwick Fields/no
"Putney Public School, cake stall, school fund raising.",151.111,FALSE,FALSE,TRUE,TRUE,2016-07-02 04:00:10.016845+00,2016-07-02 04:00:10.016845+00,,-33.8249,Putney Public School,,,{},Assisted,Morrison Rd - Driveway Parry St - Pathway,Public School,,,Putney Public School,"Putney Public School, 193 Morrison Rd, PUTNEY, NSW 2112",Putney,Bennelong,NSW,4096,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/4096/Putney/no
,150.568325,FALSE,FALSE,FALSE,FALSE,,,,-29.866929,,,,,Assisted,,Public School,,,Bingara Central School,"Bingara Central School, 55 Finch St, BINGARA, NSW 2404",Bingara,New England,NSW,,
"Start the morning with egg and bacon rolls, then move onto sausages!! We will also have drinks available. There will also be a cake stall.",149.067537,FALSE,FALSE,TRUE,TRUE,2016-06-30 12:10:20.794183+00,2016-06-30 12:10:20.794183+00,,-35.3924756,Namadgi School BBQ and Cake stall,,,"{""has_bacon_and_eggs"":true}",Assisted,,Public School,,,Namadgi School,"Namadgi School, O'Halloran Crct, KAMBAH, ACT 2902",Kambah South,Canberra,ACT,3791,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3791/Kambah-South/no
,138.858,FALSE,FALSE,FALSE,FALSE,,,,-35.0738,,,,,Assisted,Main door to Gym,Public School,,,Mount Barker High School,"Mount Barker High School, 2 Wellington Rd, MOUNT BARKER, SA 5251",Mount Barker,Mayo,SA,,
"Sausages, drinks, cakes, biscuits, slices - everything delicious!",145.073,FALSE,FALSE,TRUE,TRUE,2016-07-01 23:56:21.032073+00,2016-07-01 23:56:21.032073+00,,-37.873,Primary school sausage sizzle and cake stall,,,"{""has_vego"":true,""has_halal"":true}",Full,Gate entrance in Taylor Street winton road,Public School,,,Solway Primary School,"Solway Primary School, Winton Rd, ASHBURTON, VIC 3147",Glen Iris South,Higgins,VIC,,
,151.025,FALSE,FALSE,FALSE,FALSE,,,,-33.7285,,,,,Assisted,David Road - Pathway,,,,"Barton Hall, Hopetoun Village","Barton Hall, Hopetoun Village, cnr Gough Dr & David Rd, CASTLE HILL, NSW 2154",Hopetoun,Berowra,NSW,,
"sausages, bacon and egg rolls, cakes, drinks",151.243,FALSE,FALSE,TRUE,TRUE,2016-06-30 13:19:19.81833+00,2016-06-30 13:19:19.81833+00,,-33.91,Primary school sausage sizzle and cake stall,,User-submitted,"{""has_vego"":true,""has_halal"":false,""has_bacon_and_eggs"":true}",Assisted,Entrance to polling place:Frances St,Public School,,,Randwick Public School,"Randwick Public School, Cowper St, RANDWICK, NSW 2031",Randwick (Kingsford Smith),Kingsford Smith,NSW,,
,151.024,FALSE,FALSE,FALSE,FALSE,,,,-33.7271,,,,,Assisted,Goodwin Cres opposite bowling green - Ma in entry via pathway and plaza,,,,"Dover Hall, Mowll Village","Dover Hall, Mowll Village, Hilliard Dr, CASTLE HILL, NSW 2154",Mowll,Berowra,NSW,,
,151.097,FALSE,TRUE,FALSE,FALSE,2016-07-02 00:02:26.626561+00,2016-07-02 00:02:26.626561+00,,-33.7,,,,{},Assisted,Peats Ferry Road - Pathway,,,,Hornsby TAFE College,"Hornsby TAFE College, 205 Peats Ferry Rd, HORNSBY, NSW 2077",Hornsby (Berowra),Berowra,NSW,,
Sausage sandwiches and baked goods to help the P&C fund school improvements,151.074,FALSE,FALSE,TRUE,TRUE,2016-06-26 13:22:52.782113+00,2016-06-26 13:22:52.782113+00,,-33.7578,High School Sausage Sizzle and cake stall,,User-submitted,{},Assisted,"The Promenade - Gate, driveway and path",Public School,,,Cheltenham Girls High School,"Cheltenham Girls High School, The Promenade, CHELTENHAM, NSW 2119",Cheltenham,Berowra,NSW,3230,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3230/Cheltenham-Girls-High-School-High-School-Sausage-Sizzle/no
,151.1442151,FALSE,FALSE,TRUE,TRUE,2016-06-30 14:23:38.121968+00,2016-06-30 01:52:42.789793+00,,-33.9035194,Dulwich Hill,,Election Sausage Sizzle,"{""has_vego"":true,""has_bacon_and_eggs"":true,""has_free_text"":""Sausages, Bacon & Egg, Haloumi, onion, tomato, mushroom - Rolls, Cakes, Drinks""}",Full,Entrance: Main entrance Seaview St,Public School,,,Dulwich Hill High School,"Dulwich Hill High School, Seaview St, DULWICH HILL, NSW 2203",Dulwich Hill,Grayndler,NSW,3802,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3802/Dulwich Hill/no
Sausage Sizzle and Cake stall in support of the High School P & C,151.0614421,FALSE,FALSE,TRUE,TRUE,2016-07-02 02:09:20.266424+00,2016-07-02 02:09:20.266424+00,,-33.7328992,Pennant Hills High School P & C,,,{},Assisted,"Laurence St - Gate, driveway, Path Boundary Rd - 2 gates/path",Public School,,,Pennant Hills High School,"Pennant Hills High School, Laurence St, PENNANT HILLS, NSW 2120",Pennant Hills,Berowra,NSW,,
