state,polling_place_name,premises,division,address,lon,lat
VIC,Pakenham Springs,Pakenham Springs Primary School,Bass District,"5 Livingstone Boulevard, Pakenham, 3810",145.4697539,-38.08548277
VIC,Pakenham Central,Pakenham Uniting Church Hall,Bass District,"47 James Street, Pakenham, 3810",145.481879,-38.076945
VIC,Pakenham Upper,Pakenham Upper Public Hall,Gembrook District,"Bourkes Creek Road, Pakenham Upper, 3810",145.510939,-38.010191
VIC,Pearcedale,Pearcedale Primary School,Hastings District,"Baxter-Tooradin Road, Pearcedale, 3912",145.23198,-38.20301
VIC,Mount Evelyn,Reformed Church of Mount Evelyn,Evelyn District,"45-47 Birmingham Road, Mount Evelyn, 3796",145.376694,-37.783831
VIC,Rhyll,Rhyll Mechanics Hall,Bass District,"Lock Road, Rhyll, 3923",145.302872,-38.463008
VIC,San Remo,San Remo Recreation Centre,Bass District,"1a Wynne Road, San Remo, 3925",145.370719,-38.523888
VIC,Somerville,Somerville Primary School,Hastings District,"Eramosa Road East, Somerville, 3912",145.1789003,-38.22477777
VIC,Avebury,Timbarra Community Hall,"Narre Warren North District, Gembrook District","Timbarra Way, Berwick, 3806",145.3261978,-38.02459925
VIC,Timbarra,Timbarra P-9 College,"Narre Warren North District, Gembrook District","Parkhill Drive, Berwick, 3806",145.3211624,-38.01663091
VIC,Toomuc Valley,Toomuc Valley Public Hall,Gembrook District,"15 Leppitt Road, Pakenham, 3810",145.462166,-38.031983
VIC,Tooradin,Tooradin Primary School,Hastings District,"Bayview Road, Tooradin, 3980",145.37849,-38.20763
VIC,Tyabb,Tyabb Rail Primary School,Hastings District,"88 The Crescent, Tyabb, 3913",145.192835,-38.262148
VIC,Wonthaggi North,Wonthaggi North Primary School,Bass District,"White Road, Wonthaggi, 3995",145.599591,-38.59859284
VIC,Wonthaggi,Wonthaggi Town Hall,Bass District,"14 Baillieu Street East, Wonthaggi, 3995",145.59074,-38.608245
VIC,Belgrave South,Belgrave South Primary School,Monbulk District,"175 Colby Drive (access via Gilmore Court), Belgrave South, 3160",145.3579215,-37.93118701
VIC,Kilsyth South,Gladesville Primary School,Monbulk District,"48 Gladesville Drive, Kilsyth South, 3137",145.3234638,-37.81191118
VIC,Kallista,Kallista Primary School,Monbulk District,"72 Monbulk Road, Kallista, 3791",145.3703536,-37.88523827
VIC,Kilsyth,Kilsyth Primary School,"Croydon District, Monbulk District","Durham Road, Kilsyth, 3137",145.31494,-37.80211
VIC,Kunyung,Kunyung Primary School,Mornington District,"50 Kunyung Road, Mount Eliza, 3930",145.07623,-38.18768
VIC,Macclesfield,Macclesfield Primary School,Monbulk District,"405 Macclesfield Road, Macclesfield, 3782",145.47537,-37.88979
VIC,Menzies Creek,Menzies Creek Primary School,Monbulk District,"12 School Road, Menzies Creek, 3159",145.3945602,-37.91774044
VIC,Monbulk Central,Monbulk Community Hub,Monbulk District,"21 Main Road, Monbulk, 3793",145.4096373,-37.87601359
VIC,Montrose,Montrose Primary School,Monbulk District,"Leith Road, Montrose, 3765",145.34414,-37.80879
VIC,Moorooduc,Moorooduc Primary School,Mornington District,"Mornington-Tyabb Road, Moorooduc, 3933",145.10517,-38.24809
VIC,Mooroolbark East,Mooroolbark East Primary School,Monbulk District,"Taylor Road, Mooroolbark, 3138",145.3356449,-37.78682028
VIC,Narre Warren East,Narre Warren East Hall,Monbulk District,"500 Berwick Road, Narre Warren East, 3804",145.3630269,-37.9639047
VIC,Olinda,Olinda Primary School,Monbulk District,"45 Charlemont Lane, Olinda, 3788",145.36619,-37.8547
VIC,Mooroolbark South,Pembroke Primary School,"Croydon District, Monbulk District","25 Pembroke Road, Mooroolbark, 3138",145.3271465,-37.79660899
VIC,Sassafras,Sassafras Primary School,Monbulk District,"399 Mount Dandenong Tourist Road, Sassafras, 3787",145.3546611,-37.86143117
VIC,Selby,Selby Primary School,Monbulk District,"2 Morley Street, Selby, 3159",145.3668287,-37.91136822
VIC,Silvan,Silvan Primary School,Monbulk District,"269 Monbulk Road, Silvan, 3795",145.4212712,-37.82414386
VIC,Tecoma,Tecoma Primary School,Monbulk District,"1536 Burwood Highway, Tecoma, 3160",145.344756,-37.906958
VIC,Ferntree Gully Upper,Upper Ferntree Gully Primary School,Monbulk District,"Talaskia Road, Upper Ferntree Gully, 3156",145.3143599,-37.89578059
VIC,Upwey,Upwey Primary School,Monbulk District,"15 Darling Avenue, Upwey, 3158",145.3334886,-37.90356523
VIC,Wandin East,Wandin East Public Hall,Monbulk District,"corner Old Baker and Monbulk-Seville Roads, Wandin East, 3139",145.4584776,-37.81595477
VIC,Balnarring,Balnarring Primary School,Nepean District,"Civic Court, Balnarring, 3926",145.12298,-38.37626
VIC,Waterfall Gully,Bayview Church,Nepean District,"1 Inglewood Crescent, Rosebud, 3939",144.908258,-38.37379895
VIC,Mornington East,Benton Junior College,Mornington District,"261 Racecourse Road, Mornington, 3931",145.06111,-38.24595
VIC,Beverley Hills,Beverley Hills Primary School,Warrandyte District,"Cassowary Street, Doncaster East, 3109",145.159576,-37.796811
VIC,Blairgowrie,Blairgowrie Community Hall,Nepean District,"8 William Road, Blairgowrie, 3942",144.784084,-38.363549
VIC,Boneo,Boneo Community Hall,Nepean District,"582 Boneo Road, Boneo, 3939",144.886558,-38.411427
VIC,Donburn,Donburn Primary School,Warrandyte District,"24-28 Colchester Drive, Doncaster East, 3109",145.16552,-37.78746
VIC,Doncaster Gardens,Doncaster Gardens Primary School,Warrandyte District,"corner Sandhurst Avenue and Dehnert Street, Doncaster East, 3109",145.148064,-37.782124
VIC,Tunstall,Donvale Primary School,Warrandyte District,"Elata Street (access via Argyle Street), Donvale, 3111",145.1738017,-37.79959783
VIC,Dromana,Dromana Primary School,Nepean District,"McCulloch Street, Dromana, 3936",144.95965,-38.33964
VIC,Dromana Beach,Dromana Senior Citizens Club,Nepean District,"43 Pier Street, Dromana, 3936",144.966904,-38.334207
VIC,Flinders,Flinders Civic Hall,Nepean District,"Cook Street, Flinders, 3929",145.0158927,-38.47334496
VIC,Gumnut Gully,Gumnut Gully Kindergarten,Warrandyte District,"58-60 Larnoo Drive, Doncaster East, 3109",145.180209,-37.759868
VIC,Heathmont,Heathmont Uniting Church Hall,"Bayswater District, Ringwood District","89 Canterbury Road, Heathmont, 3135",145.246734,-37.826865
VIC,Rosebud South,Genu,Nepean District,"25 Leon Avenue, Rosebud, 3939",144.913133,-38.361638
VIC,Tanti Park,Mornington Park Primary School,Mornington District,"Robertson Drive, Mornington, 3931",145.05817,-38.22602
VIC,Mt Eliza South,Mount Eliza Primary School,Mornington District,"1 Wooralla Drive, Mount Eliza, 3930",145.09203,-38.19547
VIC,Mt Eliza,Mount Eliza Secondary College,Mornington District,"Canadian Bay Road, Mount Eliza, 3930",145.0917295,-38.18929029
VIC,Mt Eliza North,Mt Eliza North Primary School,Mornington District,"Moseley Drive, Mount Eliza, 3930",145.10054,-38.1884
VIC,Mt Martha,Mt Martha Primary School,Mornington District,"Glenisla Drive, Mount Martha, 3934",145.01373,-38.27556
VIC,North Warrandyte,North Warrandyte Family Centre,Warrandyte District,"184 Research-Warrandyte Road, North Warrandyte, 3113",145.214674,-37.729423
VIC,Osborne,Osborne Primary School,Mornington District,"120 Craigie Road, Mount Martha, 3934",145.040048,-38.257306
VIC,Park Orchards,Park Orchards Community Centre,Warrandyte District,"Aviemore Avenue, Park Orchards, 3114",145.214885,-37.77904
VIC,Mornington South,Peninsula Community Theatre,Mornington District,"Wilsons Rd (cnr Wilsons Rd and Nepean Hwy), Mornington, 3931",145.0403207,-38.23184889
VIC,Portsea,Point Nepean National Park Information Centre,Nepean District,"Point Nepean Road, Portsea, 3944",144.7029123,-38.31902556
VIC,Red Hill,Red Hill Consolidated School,Nepean District,"341 Arthurs Seat Road -access via Mornington -Flinders Rd, Red Hill, 3937",144.9958127,-38.3666818
VIC,Ringwood Heights,Ringwood Heights Primary School,"Ringwood District, Warrandyte District","60 Summit Crescent, Ringwood, 3134",145.2171574,-37.80385546
VIC,Rosebud East,Rosebud Primary School,Nepean District,"corner Point Nepean and Jetty Roads, Rosebud, 3939",144.90897,-38.35514
VIC,Rosebud West,Rosebud Secondary College,Nepean District,"corner Eastbourne and Boneo Roads, Rosebud, 3939",144.8879004,-38.36879991
VIC,Rye,Rye Civic Hall,Nepean District,"12 Napier Street, Rye, 3941",144.821498,-38.371891
VIC,Shoreham,Shoreham Hall,Nepean District,"67 Byrnes Road, Shoreham, 3916",145.0453801,-38.42760482
VIC,Sorrento,Sorrento Community Centre,Nepean District,"860-868 Melbourne Road, Sorrento, 3940",144.737095,-38.338261
VIC,St Andrews Beach,St Andrews Recreation Hall,Nepean District,"99 Bass Meadows Boulevard, St Andrews Beach, 3939",144.8388015,-38.42204954
VIC,McCrae,St Katherine's Anglican Hall,Nepean District,"15 Bartels Street, McCrae, 3938",144.929358,-38.350112
VIC,Mornington,St Mark's Uniting Church,Mornington District,"50 Barkly Street, Mornington, 3931",145.037589,-38.221454
VIC,Mt Eliza Central,Toorak College,Mornington District,"73 Old Mornington Road, Mount Eliza, 3930",145.0934337,-38.17397552
VIC,Tootgarook,Tootgarook Primary School,Nepean District,"7 Carmichael Street, Tootgarook, 3941",144.8573983,-38.36935812
VIC,Warrandyte,Warrandyte Primary School,Warrandyte District,"Forbes Street, Warrandyte, 3113",145.21398,-37.74268
VIC,Warranwood,Warranwood Primary School,"Warrandyte District, Croydon District","1 Wellington Park Drive, Warranwood, 3134",145.2472593,-37.77495646
VIC,Donvale,Whitefriars College,Warrandyte District,"156 Park Road, Donvale, 3111",145.198786,-37.791142
VIC,Wonga Park,Wonga Park Primary School,Warrandyte District,"41 Dudley Road, Wonga Park, 3115",145.274,-37.73064
VIC,Baranduda,Baranduda Primary School,Benambra District,"7 Verbena Street, Baranduda, 3691",146.94812,-36.18053
VIC,Barnawartha,Barnawartha Soldiers Memorial Hall,Benambra District,"38 High Street, Barnawartha, 3688",146.673874,-36.105522
VIC,Bethanga,Bethanga Soldiers Memorial Hall,Benambra District,"Bridge Street, Bethanga, 3691",147.0981157,-36.12395188
VIC,Bonegilla,Bonegilla Hall,Benambra District,"Murray Valley Highway, Bonegilla, 3693",147.005839,-36.140956
VIC,Chiltern,Chiltern Senior Citizens Hall,Benambra District,"84 Conness Street, Chiltern, 3683",146.6120419,-36.15115158
VIC,Corryong,Corryong Memorial Hall,Benambra District,"1 Hansen Street, Corryong, 3707",147.906672,-36.195181
VIC,Cudgewa,Cudgewa Mechanics Institute,Benambra District,"195 Main Street, Cudgewa, 3705",147.778683,-36.18466
VIC,Dederang,Dederang Multi-Purpose Building,Benambra District,"Kiewa Valley Highway, Dederang, 3691",147.021294,-36.47559415
VIC,Eskdale,Eskdale Public Hall,Benambra District,"3797 Omeo Highway, Eskdale, 3701",147.252383,-36.464382
VIC,Kergunyah,Kergunyah Memorial Hall,Benambra District,"Kergunyah Road, Kergunyah, 3691",147.0303647,-36.32760988
VIC,Mitta Mitta,Mitta Mitta Mechanics Institute,Benambra District,"5543 Omeo Highway, Mitta Mitta, 3701",147.376406,-36.537287
VIC,Beechworth,Beechworth Primary School,Benambra District,"17 Junction Road, Beechworth, 3747",146.6928971,-36.35508594
VIC,Rutherglen,Rutherglen Primary School,Benambra District,"44-46 Murray Street, Rutherglen, 3685",146.46061,-36.05621
VIC,Sandy Creek,Sandy Creek Memorial Hall,Benambra District,"Lockhart's Gap Road, Sandy Creek, 3695",147.1127425,-36.27768492
VIC,Running Creek,St Albans Parish Hall,Benambra District,"Kiewa Valley Highway, Running Creek, 3691",147.0590991,-36.54702407
VIC,Stanley,Stanley Safer Place,Benambra District,"Pioneer Road, Stanley, 3747",146.754617,-36.403197
VIC,Wodonga Birallee,Melrose Primary School,Benambra District,"25 Silva Drive, Wodonga, 3690",146.8608227,-36.13121757
VIC,Mt Beauty,Mt Beauty Community Centre,Benambra District,"Kiewa Crescent, Mt Beauty, 3699",147.170763,-36.742977
VIC,Wodonga,St Augustine's Catholic Primary School,Benambra District,"Osburn Street, Wodonga, 3690",146.89013,-36.117016
VIC,Tallangatta Valley,Tallangatta Valley Public Hall,Benambra District,"Polmear Street, Tallangatta Valley, 3701",147.391619,-36.28782925
VIC,Tangambalanga,Tangambalanga Community Centre,Benambra District,"29 Kiewa East Road, Tangambalanga, 3691",147.0287189,-36.25129095
VIC,Tawonga,Tawonga Primary School,Benambra District,"91 Kiewa Valley Highway, Tawonga, 3697",147.14325,-36.6914
VIC,Victory,Victory Lutheran Primary School,Benambra District,"28 Drage Road, Wodonga, 3689",146.8454725,-36.11648799
VIC,Wahgunyah,Wahgunyah School of Arts Hall,Benambra District,"33-35 Foord Street, Wahgunyah, 3687",146.393528,-36.0109
VIC,Wodonga Central,Wodonga Senior Secondary College,Benambra District,"69 Woodland Street, Wodonga, 3690",146.8801341,-36.12561
VIC,Wooragee,Wooragee Centenary Hall,Benambra District,"Beechworth-Wodonga Road, Wooragee, 3747",146.729786,-36.29063927
VIC,Yackandandah,Yackandandah Senior Citizens Centre,Benambra District,"14 Wellsford Street, Yackandandah, 3749",146.838081,-36.313778
VIC,Alexandra,Alexandra Secondary College,Eildon District,"86 Downey Street, Alexandra, 3714",145.7018382,-37.19463761
VIC,Badger Creek,Badger Creek Primary School,Eildon District,"Badger Creek Road, Badger Creek, 3777",145.5331298,-37.6810347
VIC,Buxton,Buxton Primary School,Eildon District,"2208 Maroondah Highway, Buxton, 3711",145.709059,-37.421404
VIC,Eildon,Eildon Community Centre,Eildon District,"45 High Street, Eildon, 3713",145.9075229,-37.23458059
VIC,Flowerdale,Flowerdale Primary School,Eildon District,"3377 Whittlesea-Yea Road, Flowerdale, 3717",145.29136,-37.31692
VIC,Gladysdale,Gladysdale Primary School,Eildon District,"550 Little Yarra Road, Gladysdale, 3797",145.65099,-37.82025
VIC,Glenburn,Glenburn Community Centre,Eildon District,"3873 Melba Highway, Glenburn, 3717",145.425542,-37.419682
VIC,Healesville,Healesville High School,Eildon District,"10 Camerons Road, Healesville, 3777",145.530102,-37.643773
VIC,Healesville Central,Healesville Memorial Hall,Eildon District,"235-237 Maroondah Highway, Healesville, 3777",145.517397,-37.653437
VIC,Hoddles Creek,Hoddles Creek Primary School,Eildon District,"700 Gembrook-Launching Place Road, Hoddles Creek, 3139",145.5977579,-37.83174217
VIC,Jamieson,Jamieson Memorial Hall,Eildon District,"15 Perkins Street, Jamieson, 3723",146.1378701,-37.30195358
VIC,Kangaroo Ground,Kangaroo Ground Primary School,Eildon District,"10 Graham Road, Kangaroo Ground, 3097",145.2151248,-37.69164855
VIC,Kinglake,Kinglake Primary School,Eildon District,"20 McMahons Road, Kinglake, 3763",145.35664,-37.52157
VIC,Launching Place,Launching Place Primary School,Eildon District,"20a Carter Street, Launching Place, 3139",145.57077,-37.7825
VIC,Marysville,Marysville Primary School,Eildon District,"15 Falls Road, Marysville, 3779",145.749163,-37.511962
VIC,Merrijig,Merrijig Primary School,Eildon District,"1820 Mt Buller Road, Merrijig, 3723",146.25688,-37.1028
VIC,Merton,Merton Memorial Hall,Eildon District,"17 Shaws Road, Merton, 3715",145.70926,-36.976492
VIC,Millgrove,Millwarra Primary School (Millgrove Campus),Eildon District,"18 Cavanagh Road, Millgrove, 3799",145.651407,-37.753524
VIC,Warburton East,Millwarra Primary School (Warburton East Campus),Eildon District,"397 Woods Point Road, Warburton East, 3799",145.7354,-37.742164
VIC,Toolangi,Toolangi Memorial Hall,Eildon District,"1715 Healesville-Kinglake Road, Toolangi, 3777",145.4739185,-37.53800956
VIC,Warburton,Warburton Primary School,Eildon District,"16 Horners Road, Warburton, 3799",145.701266,-37.756138
VIC,Wesburn,Wesburn Primary School,Eildon District,"2850 Warburton Highway, Wesburn, 3799",145.647771,-37.768991
VIC,Woori Yallock,Woori Yallock Primary School,Eildon District,"1360 Healesville-Koo Wee Rup Road, Woori Yallock, 3139",145.5326921,-37.77734794
VIC,Yarra Glen,Yarra Glen Primary School,Eildon District,"35 Symonds Street, Yarra Glen, 3775",145.3728721,-37.64975063
VIC,Yarra Junction,Yarraburn Centre,Eildon District,"1 Park Road, Yarra Junction, 3797",145.6137449,-37.78070433
VIC,Kilmore,Assumption College,Euroa District,"37-43 Sutherland Street, Kilmore, 3764",144.9475144,-37.30158296
VIC,Avenel,Avenel Primary School,Euroa District,"40 Anderson Street, Avenel, 3664",145.234366,-36.90144
VIC,Benalla,Benalla Secondary College - Dunlop Campus,Euroa District,"Corner Barkly and Church Streets, Benalla, 3672",145.990939,-36.548384
VIC,Benalla West,Benalla Secondary College - Faithful Campus,Euroa District,"Faithful Street, Benalla, 3672",145.964299,-36.553334
VIC,Broadford,Broadford Secondary College,Euroa District,"Snodgrass Street, Broadford, 3658",145.0395974,-37.20492846
VIC,Byrneside,Byrneside Public Hall,Euroa District,"Midland Highway, Byrneside, 3617",145.1748216,-36.42132752
VIC,Caniambo,Caniambo Public Hall,Euroa District,"Bridge Road, Caniambo, 3630",145.6312534,-36.4684712
VIC,Colbinabbin,Colbinabbin Primary School,Euroa District,"56 Mitchell Street, Colbinabbin, 3559",144.8014991,-36.58982389
VIC,Devenish,Devenish Primary School,Euroa District,"Main Road, Devenish, 3726",145.89434,-36.32654
VIC,Dhurringile,Dhurringile Primary School,Euroa District,"605 Langham Road, Dhurringile, 3610",145.23979,-36.5432
VIC,Girgarre,Girgarre Public Hall,Euroa District,"9-13 Morgan Crescent, Girgarre, 3624",144.979884,-36.397756
VIC,Goorambat,Goorambat Public Hall,Euroa District,"55 Halls Road, Goorambat, 3725",145.922627,-36.411221
