ec_id,name,divisions,premises,address,lat,lon,state,wheelchair_access,wheelchair_access_description
,Bungarribee Community Resource Hub,Blacktown,Bungarribee Community Resource Hub,"20 Sir Hercules Parade, Bungarribee 2767",-33.7784580,150.8723900,NSW,Full,
,Doonside High School,Blacktown,Doonside High School,"Power Street, Doonside 2767",-33.7559250,150.8730210,NSW,Assisted,No accessible toilet; No designated accessible parking spot
,Doonside Public School,Blacktown,Doonside Public School,"School Parade, Doonside 2767",-33.7644590,150.8703700,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Evans High School,Blacktown,Evans High School,"166 Walters Road, Blacktown 2148",-33.7868520,150.8909010,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult
,Grantham Heights Uniting Church Hall,Blacktown,Grantham Heights Uniting Church Hall,"Nipigon Road, Seven Hills 2147",-33.7857250,150.9348250,NSW,Assisted,Access ramp does not meet standards; No accessible toilet
,Marayong South Public School,Blacktown,Marayong South Public School,"64 McClean Street, Blacktown 2148",-33.7606200,150.8856670,NSW,Full,
,Metella Road Public School,"Cumberland, Blacktown",Metella Road Public School,"Metella Road, Toongabbie 2146",-33.7940160,150.9361090,NSW,Full,
,Mitchell High School,Blacktown,Mitchell High School,"Keyworth Drive, Blacktown 2148",-33.7854290,150.9147640,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot
,Nagle College Blacktown,Blacktown,Nagle College Blacktown,"58A Orwell Street, Blacktown 2148",-33.7901400,150.9015900,NSW,Full,
,St Johns Ambulance Hall,Blacktown,St Johns Ambulance Hall,"81 Myrtle Street, Blacktown 2148",-33.7945780,150.9117610,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,The Meadows Public School,Blacktown,The Meadows Public School,"Carrington Street, Seven Hills 2147",-33.7808640,150.9433640,NSW,Assisted,No designated accessible parking spot
,Walters Road Public School,Blacktown,Walters Road Public School,"Vella Cres, Blacktown 2148",-33.7851780,150.8910160,NSW,None,
,Colyton Public School,Blacktown,Colyton Public School,"Nelson Street, Mount Druitt 2770",-33.7771110,150.8127560,NSW,Assisted,No designated accessible parking spot
,Crawford Public School,Blacktown,Crawford Public School,"Power St, Doonside 2767",-33.7551546,150.8689737,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Glendenning Public School,Blacktown,Glendenning Public School,"135 Armitage Drive, Glendenning 2761",-33.7430350,150.8530590,NSW,Assisted,No designated accessible parking spot
,Hassall Grove Public School,Blacktown,Hassall Grove Public School,"Buckwell Drive, Hassall Grove 2761",-33.7348030,150.8375950,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Minchinbury Public School,Blacktown,Minchinbury Public School,"McFarlane Drive, Minchinbury 2770",-33.7885960,150.8316140,NSW,Assisted,Path of travel from car park may be difficult
,Mount Druitt Public School,Blacktown,Mount Druitt Public School,"51 Belmore Avenue, Mount Druitt 2770",-33.7637450,150.8133810,NSW,Assisted,No designated accessible parking spot; Access ramp does not meet standards; No accessible toilet
,Plumpton High School,Blacktown,Plumpton High School,"141 Hyatts Rd, Plumpton 2761",-33.7475690,150.8346430,NSW,Assisted,No accessible toilet; No designated accessible parking spot
,Plumpton Public School,Blacktown,Plumpton Public School,"33 Bottles Road, Plumpton 2761",-33.7490790,150.8376080,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Rooty Hill High School,Blacktown,Rooty Hill High School,"54 North Parade, Rooty Hill 2766",-33.7718277,150.8384647,NSW,Assisted,No designated accessible parking spot
,Rooty Hill Public School,Blacktown,Rooty Hill Public School,"Westminster Street, Rooty Hill 2766",-33.7688040,150.8402570,NSW,Assisted,No designated accessible parking spot
,Rooty Hill School Of Arts,Blacktown,Rooty Hill School Of Arts,"Rooty Hill Road South, Rooty Hill 2766",-33.7732420,150.8448560,NSW,Assisted,No designated accessible parking spot
,Stonecutters Ridge Neighbourhood Centre,Blacktown,Stonecutters Ridge Neighbourhood Centre,"1 Ashlar Court, Colebee 2761",-33.7234420,150.8642750,NSW,Full,
,The Mount Druitt Hub,Blacktown,The Mount Druitt Hub,"9 Ayres Grove, Mount Druitt 2770",-33.7673110,150.8217660,NSW,Full,
,William Dean Public School,Blacktown,William Dean Public School,"Yarramundi Drive, Dean Park 2761",-33.7349420,150.8594560,NSW,Assisted,Path of travel from car park may be difficult; No designated accessible parking spot
,Bidwill Public School,Blacktown,Bidwill Public School,"Bunya Road, Bidwill 2770",-33.7338360,150.8259470,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Building has lips and/or steps
,Blackett Public School,Blacktown,Blackett Public School,"47-59 Boldrewood Road, Blackett 2770",-33.7390680,150.8156950,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Dawson Public School,Blacktown,Dawson Public School,"Stuart Road, Dharruk 2770",-33.7452540,150.8153190,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Hassall Grove Neighbourhood Centre,Blacktown,Hassall Grove Neighbourhood Centre,"25 Melanie Street, Hassall Grove 2761",-33.7318088,150.8369595,NSW,Full,
,Hebersham Public School,Blacktown,Hebersham Public School,"Andover Crescent, Hebersham 2770",-33.7475020,150.8249460,NSW,Full,
,Lethbridge Park Public School,Blacktown,Lethbridge Park Public School,"Copeland Road, Lethbridge Park 2770",-33.7375050,150.8009140,NSW,None,
,Marsden Park Neighbourhood Centre,Blacktown,Marsden Park Neighbourhood Centre,"Shop T03, Elara Boulevard, Marsden Park 2765",-33.6953900,150.8194510,NSW,Full,
,Marsden Park Public School,Blacktown,Marsden Park Public School,"361-363 Garfield Road West, Marsden Park 2765",-33.6960980,150.8328960,NSW,Assisted,No accessible toilet; No designated accessible parking spot; Path of travel from car park may be difficult; Access ramp does not meet standards
,Northbourne Public School,Blacktown,Northbourne Public School,"Northbourne Drive, Marsden Park 2765",-33.6888740,150.8178660,NSW,Full,
,Ropes Crossing Public School,Blacktown,Ropes Crossing Public School,"Pulley Drive, Ropes Crossing 2760",-33.7330035,150.7827461,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Shalvey Public School,Blacktown,Shalvey Public School,"Laver Street, Shalvey 2770",-33.7263390,150.8095820,NSW,Assisted,Building has lips and/or steps; No accessible toilet; No designated accessible parking spot
,Tregear Public School,Blacktown,Tregear Public School,"Nunatek Lane, Tregear 2770",-33.7454040,150.7953240,NSW,Assisted,No designated accessible parking spot; Access ramp does not meet standards; No accessible toilet; Path of travel from car park may be difficult
,Whalan Community Centre,Blacktown,Whalan Community Centre,"48 Torres Crescent, Whalan 2770",-33.7544800,150.8102360,NSW,Assisted,No designated accessible parking spot
,Willmot Public School,Blacktown,Willmot Public School,"Discovery Avenue, Willmot 2770",-33.7261410,150.7934850,NSW,Assisted,No designated accessible parking spot
,Barmedman Public School,Bland,Barmedman Public School,"Temora Street, Barmedman 2668",-34.1475380,147.3850250,NSW,Full,
,Ungarie Central School,Bland,Ungarie Central School,"Condobolin Road, Ungarie 2669",-33.6376650,146.9774450,NSW,Assisted,Path of travel from car park may be difficult; No designated accessible parking spot
,Weethalle Public School,Bland,Weethalle Public School,"Wattle Street, Weethalle 2669",-33.8793180,146.6192640,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,West Wyalong High School,Bland,West Wyalong High School,"30 Dumaresq Street, West Wyalong 2671",-33.9161910,147.2023430,NSW,None,
,Wyalong Arts Hall,Bland,Wyalong Arts Hall,"Newell Highway, Wyalong 2671",-33.9260030,147.2420640,NSW,Assisted,No accessible toilet; No designated accessible parking spot; Path of travel from car park may be difficult
,Barry Community Hall,Blayney,Barry Community Hall,"Selwyn Street, Barry 2340",-33.6478110,149.2694920,NSW,Full,
,Blayney Shire Community Centre,Blayney,Blayney Shire Community Centre,"41 Church Street, Blayney 2799",-33.5300892,149.2551516,NSW,Full,
,Carcoar Public School,Blayney,Carcoar Public School,"Icely Street, Carcoar 2791",-33.6120920,149.1421110,NSW,None,
,Mandurama Public Hall,Blayney,Mandurama Public Hall,"48 Gold street, Mandurama 2792",-33.6492220,149.0759760,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot; Path of travel from car park may be difficult
,Millthorpe Public School,Blayney,Millthorpe Public School,"Boomerang Street, Millthorpe 2798",-33.4451200,149.1855080,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Blackheath Public School,Blue Mountains,Blackheath Public School,"Leichhardt Street, Blackheath 2785",-33.6387260,150.2826770,NSW,Full,
,Katoomba North Public School,Blue Mountains,Katoomba North Public School,"Barton Street, Katoomba 2780",-33.6992510,150.3159790,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult; Building has lips and/or steps
,Katoomba Public School,Blue Mountains,Katoomba Public School,"Merriwa Street, Katoomba 2780",-33.7190240,150.3142740,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Building has lips and/or steps
,Leura Public School,Blue Mountains,Leura Public School,"Mount Hay Road, Leura 2780",-33.7106880,150.3358570,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Mount Victoria Public School,Blue Mountains,Mount Victoria Public School,"Victoria Street, Mount Victoria 2786",-33.5919460,150.2536110,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps; Access ramp does not meet standards
,Springwood High School,Blue Mountains,Springwood High School,"Grose Road, Faulconbridge 2776",-33.6849490,150.5500230,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,St Albans Anglican Hall,Blue Mountains,St Albans Anglican Hall,"137A Megalong Street, Leura 2780",-33.7144520,150.3315930,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot
,St Canice's Church Katoomba,Blue Mountains,St Canice's Church Katoomba,"158 Katoomba Street, Katoomba 2780",-33.7162720,150.3114760,NSW,Full,
,Wentworth Falls Public School,Blue Mountains,Wentworth Falls Public School,"Falls Road, Wentworth Falls 2782",-33.7134250,150.3729490,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Blue Mountains Theatre and Community Hub,Blue Mountains,Blue Mountains Theatre and Community Hub,"106-108 Macquarie Road, Springwood 2777",-33.6994640,150.5684840,NSW,Full,
,Hazelbrook Public School,Blue Mountains,Hazelbrook Public School,"Beechmount Avenue, Hazelbrook 2779",-33.7262790,150.4591640,NSW,Full,
,Mid Mountains Community Centre - Mavis Wood Hall,Blue Mountains,Mid Mountains Community Centre - Mavis Wood Hall,"5-7 New Street, Lawson 2783",-33.7208880,150.4291770,NSW,Full,
,Springwood Public School,Blue Mountains,Springwood Public School,"Burns Road, Springwood 2777",-33.7045820,150.5735000,NSW,None,
,Woodford Presbyterian Church,Blue Mountains,Woodford Presbyterian Church,"88-89 Great Western Highway, Woodford 2778",-33.7330010,150.4740675,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Door width less than 850mm but more than 740mm
,Blaxland East Public School,Blue Mountains,Blaxland East Public School,"53-85 Old Bathurst Road, East Blaxland 2774",-33.7464470,150.6238080,NSW,Assisted,No designated accessible parking spot
,Blue Mountains Grammar Preparatory School,Blue Mountains,Blue Mountains Grammar Preparatory School,"Tusculum Road, Valley Heights 2777",-33.7038330,150.5806410,NSW,Full,
,Ellison Public School,Blue Mountains,Ellison Public School,"Comet Place, Springwood 2777",-33.6901230,150.5853740,NSW,Assisted,No designated accessible parking spot
,Winmalee High School,Blue Mountains,Winmalee High School,"High School Drive, Winmalee 2777",-33.6747430,150.6157140,NSW,Assisted,No accessible toilet
,Blaxland Seniors and Community Centre,Blue Mountains,Blaxland Seniors and Community Centre,"33 Hope Street, Blaxland 2774",-33.7463610,150.6117080,NSW,Full,
,Glenbrook Public School,Blue Mountains,Glenbrook Public School,"Woodville Road, Glenbrook 2773",-33.7658050,150.6175310,NSW,Assisted,No designated accessible parking spot
,Lapstone Public School,Blue Mountains,Lapstone Public School,"Achievement Avenue, Lapstone 2773",-33.7721760,150.6305180,NSW,Full,
,Mount Riverview Public School,Blue Mountains,Mount Riverview Public School,"188-204 Rusden Road, Mount Riverview 2774",-33.7298030,150.6325490,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Warrimoo Citizens Hall,Blue Mountains,Warrimoo Citizens Hall,"7 Eley Hawkins Drive, Warrimoo 2774",-33.7210580,150.5987430,NSW,Full,
,Nyngan High School,Bogan,Nyngan High School,"Bogan Street, Nyngan 2825",-31.5609850,147.1889430,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Bourke Public School Hall,Bourke,Bourke Public School Hall,"19 Green Street, Parking via Rear Lane, Bourke 2840",-30.0935560,145.9494285,NSW,Assisted,No designated accessible parking spot
,Enngonia Public School,Bourke,Enngonia Public School,"Belalie Street, Enngonia 2840",-29.3186350,145.8446980,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Brewarrina Visitor Information Centre,Brewarrina,Brewarrina Visitor Information Centre,"50 Bathurst Street, Brewarrina 2839",-29.9604516,146.8574011,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Goodooga Central School,Brewarrina,Goodooga Central School,"Doyle Street, Goodooga 2838",-29.1156400,147.4546270,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult; Access ramp does not meet standards
,Weilmoringle Public School,Brewarrina,Weilmoringle Public School,"Burns Road, Weilmoringle 2839",-29.2389370,146.9178080,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Alma Public School,Broken Hill,Alma Public School,"Wilson Street, Broken Hill 2880",-31.9816899,141.4617871,NSW,Assisted,No designated accessible parking spot
,Broken Hill Base Hospital,Broken Hill,Broken Hill Base Hospital,"Thomas Street, Broken Hill 2880",-31.9485170,141.4542740,NSW,Full,
,Broken Hill North Public School,Broken Hill,Broken Hill North Public School,"619 Chapple Street, Broken Hill 2880",-31.9447190,141.4708010,NSW,Assisted,Path of travel may be difficult.
,Broken Hill PCYC,Broken Hill,Broken Hill PCYC,"58 Gypsum Street, Broken Hill 2880",-31.9691721,141.4474197,NSW,Assisted,No designated accessible parking spot
